instance,J,T,C,solver,time_limit(msec),status,objective,schedule
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n001.txt,10,10,5,yuck,180000,satisfied,5,"[9, 7, 3, 4, 10, 8, 1, 5, 6, 2]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n001.txt,10,10,5,org.minizinc.mip.cplex,180000,optimal,5,"[10, 4, 9, 8, 1, 7, 3, 6, 5, 2]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n002.txt,10,10,5,yuck,180000,satisfied,8,"[5, 10, 6, 4, 3, 8, 2, 7, 9, 1]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n002.txt,10,10,5,org.minizinc.mip.cplex,180000,satisfied,8,"[7, 2, 5, 3, 8, 4, 6, 10, 1, 9]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n003.txt,10,10,5,yuck,180000,satisfied,6,"[7, 5, 9, 1, 6, 10, 2, 3, 8, 4]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n003.txt,10,10,5,org.minizinc.mip.cplex,180000,satisfied,6,"[8, 4, 3, 6, 1, 10, 2, 9, 5, 7]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n004.txt,10,10,5,yuck,180000,satisfied,6,"[1, 6, 10, 4, 7, 2, 3, 9, 8, 5]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n004.txt,10,10,5,org.minizinc.mip.cplex,180000,optimal,6,"[8, 5, 3, 9, 2, 10, 7, 4, 6, 1]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n005.txt,10,10,5,yuck,180000,satisfied,5,"[2, 6, 5, 7, 3, 10, 8, 4, 1, 9]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n005.txt,10,10,5,org.minizinc.mip.cplex,180000,optimal,5,"[2, 5, 6, 3, 10, 7, 8, 4, 9, 1]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n006.txt,10,10,5,yuck,180000,satisfied,6,"[1, 5, 7, 4, 6, 8, 9, 10, 2, 3]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n006.txt,10,10,5,org.minizinc.mip.cplex,180000,satisfied,6,"[5, 8, 4, 9, 1, 6, 7, 2, 3, 10]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n007.txt,10,10,5,yuck,180000,satisfied,6,"[8, 6, 1, 10, 2, 4, 5, 7, 9, 3]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n007.txt,10,10,5,org.minizinc.mip.cplex,180000,satisfied,6,"[6, 8, 7, 10, 2, 1, 9, 4, 5, 3]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n008.txt,10,10,5,yuck,180000,satisfied,8,"[10, 7, 2, 3, 1, 5, 8, 9, 4, 6]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n008.txt,10,10,5,org.minizinc.mip.cplex,180000,satisfied,8,"[10, 7, 2, 3, 5, 1, 8, 9, 6, 4]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n009.txt,10,10,5,yuck,180000,satisfied,6,"[3, 5, 7, 10, 1, 2, 6, 8, 4, 9]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n009.txt,10,10,5,org.minizinc.mip.cplex,180000,satisfied,6,"[9, 8, 1, 4, 6, 10, 5, 2, 3, 7]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n010.txt,10,10,5,yuck,180000,satisfied,6,"[3, 10, 4, 8, 5, 2, 9, 6, 7, 1]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s1n010.txt,10,10,5,org.minizinc.mip.cplex,180000,satisfied,6,"[7, 6, 9, 1, 3, 2, 10, 8, 5, 4]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n001.txt,15,20,8,yuck,180000,satisfied,17,"[6, 12, 7, 13, 10, 11, 9, 4, 3, 15, 5, 2, 8, 14, 1]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n001.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,21,"[8, 2, 15, 13, 5, 4, 11, 9, 10, 3, 6, 7, 14, 12, 1]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n002.txt,15,20,8,yuck,180000,satisfied,14,"[3, 12, 2, 9, 6, 4, 1, 8, 14, 10, 5, 13, 7, 15, 11]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n002.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,21,"[9, 10, 14, 8, 5, 15, 3, 12, 11, 7, 6, 13, 1, 2, 4]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n003.txt,15,20,8,yuck,180000,satisfied,16,"[5, 8, 1, 9, 13, 3, 12, 7, 4, 14, 15, 11, 10, 2, 6]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n003.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,23,"[2, 4, 7, 6, 10, 14, 15, 13, 9, 5, 8, 12, 1, 3, 11]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n004.txt,15,20,8,yuck,180000,satisfied,16,"[5, 8, 1, 9, 13, 3, 12, 7, 4, 14, 15, 11, 10, 2, 6]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n004.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,23,"[2, 4, 7, 6, 10, 14, 15, 13, 9, 5, 8, 12, 1, 3, 11]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n005.txt,15,20,8,yuck,180000,satisfied,16,"[1, 6, 12, 5, 3, 8, 4, 2, 13, 15, 9, 7, 10, 11, 14]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n005.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,23,"[2, 11, 7, 10, 14, 9, 3, 13, 6, 15, 4, 1, 12, 8, 5]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n006.txt,15,20,8,yuck,180000,satisfied,18,"[7, 2, 12, 14, 6, 5, 1, 9, 8, 11, 13, 15, 10, 3, 4]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n006.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,23,"[8, 11, 10, 15, 13, 9, 2, 4, 14, 5, 1, 7, 12, 3, 6]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n007.txt,15,20,8,yuck,180000,satisfied,14,"[6, 8, 11, 4, 15, 12, 14, 2, 3, 10, 5, 7, 9, 13, 1]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n007.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,18,"[11, 9, 14, 12, 7, 2, 10, 1, 15, 3, 13, 5, 4, 6, 8]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n008.txt,15,20,8,yuck,180000,satisfied,18,"[7, 2, 5, 15, 14, 4, 12, 13, 3, 11, 6, 1, 9, 8, 10]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n008.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,22,"[9, 10, 3, 8, 6, 1, 5, 14, 2, 13, 11, 15, 12, 7, 4]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n009.txt,15,20,8,yuck,180000,satisfied,11,"[7, 1, 8, 13, 6, 12, 3, 10, 5, 2, 9, 14, 15, 11, 4]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n009.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,17,"[7, 12, 8, 1, 10, 3, 6, 9, 2, 15, 13, 4, 5, 11, 14]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n010.txt,15,20,8,yuck,180000,satisfied,14,"[1, 6, 4, 11, 10, 3, 2, 14, 12, 9, 5, 15, 8, 13, 7]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s2n010.txt,15,20,8,org.minizinc.mip.cplex,180000,satisfied,16,"[6, 10, 3, 1, 4, 11, 5, 12, 8, 14, 7, 15, 9, 2, 13]"
/Users/bokner/projects/jstsp/instances/MTSP/Crama/Tabela2/s3n001.txt,30,40,17,yuck,180000,satisfied,101,"[8, 14, 25, 7, 1, 15, 20, 19, 22, 28, 30, 5, 24, 27, 29, 6, 16, 13, 12, 26, 18, 10, 4, 2, 21, 9, 3, 17, 11, 23]"
