instance,J,T,C,solver,time_limit,status,objective,sequence
instances/MTSP/Crama/Tabela2/s4n006.txt,40,60,22,org.minizinc.mip.cplex,300000,satisfied,207,"[27, 16, 9, 15, 6, 7, 33, 36, 35, 40, 4, 10, 32, 20, 23, 11, 12, 37, 29, 18, 30, 13, 26, 8, 5, 17, 21, 34, 2, 39, 22, 14, 19, 1, 3, 24, 28, 38, 25, 31]"
instances/MTSP/Crama/Tabela2/s4n007.txt,40,60,22,org.minizinc.mip.cplex,300000,satisfied,207,"[16, 6, 28, 17, 29, 39, 13, 31, 27, 15, 37, 8, 18, 19, 2, 40, 30, 20, 26, 21, 38, 1, 25, 4, 9, 23, 24, 14, 10, 12, 11, 36, 34, 7, 22, 33, 3, 35, 5, 32]"
instances/MTSP/Crama/Tabela2/s4n008.txt,40,60,22,org.minizinc.mip.cplex,300000,satisfied,217,"[6, 4, 26, 22, 40, 27, 11, 31, 12, 14, 5, 21, 30, 16, 8, 15, 29, 25, 37, 17, 2, 9, 35, 23, 3, 34, 20, 32, 18, 36, 19, 1, 13, 39, 10, 33, 7, 24, 38, 28]"
instances/MTSP/Crama/Tabela2/s4n009.txt,40,60,22,org.minizinc.mip.cplex,300000,satisfied,184,"[24, 38, 10, 3, 13, 23, 8, 36, 17, 5, 4, 1, 29, 31, 12, 34, 40, 7, 27, 22, 32, 30, 14, 28, 2, 26, 11, 33, 19, 15, 37, 20, 18, 21, 9, 25, 16, 39, 6, 35]"
instances/MTSP/Crama/Tabela2/s4n010.txt,40,60,22,org.minizinc.mip.cplex,300000,satisfied,181,"[8, 11, 12, 5, 35, 20, 4, 6, 26, 39, 2, 36, 28, 13, 40, 19, 21, 7, 24, 30, 16, 15, 14, 1, 10, 18, 17, 9, 31, 32, 27, 23, 25, 33, 3, 38, 29, 37, 22, 34]"
instances/MTSP/Crama/Tabela3/s4n001.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,173,"[8, 11, 21, 4, 29, 22, 33, 18, 26, 2, 3, 15, 24, 17, 40, 7, 16, 38, 28, 25, 27, 23, 20, 19, 14, 13, 5, 39, 32, 9, 1, 6, 10, 30, 36, 34, 12, 37, 35, 31]"
instances/MTSP/Crama/Tabela3/s4n002.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,178,"[9, 11, 21, 2, 26, 27, 13, 39, 14, 37, 29, 25, 24, 40, 19, 16, 36, 7, 38, 18, 8, 5, 1, 34, 17, 4, 3, 10, 35, 28, 20, 23, 33, 31, 30, 15, 32, 6, 12, 22]"
instances/MTSP/Crama/Tabela3/s4n003.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,158,"[27, 4, 30, 8, 32, 10, 21, 20, 24, 6, 23, 18, 16, 11, 35, 12, 37, 22, 33, 17, 2, 15, 13, 25, 31, 40, 1, 9, 39, 38, 34, 19, 3, 5, 7, 26, 14, 29, 36, 28]"
instances/MTSP/Crama/Tabela3/s4n004.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,179,"[20, 27, 2, 21, 36, 9, 35, 11, 12, 23, 40, 29, 33, 34, 5, 16, 28, 13, 7, 38, 31, 17, 39, 14, 4, 19, 32, 8, 1, 3, 18, 37, 10, 25, 26, 6, 15, 24, 30, 22]"
instances/MTSP/Crama/Tabela3/s4n005.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,166,"[4, 36, 24, 3, 8, 2, 15, 10, 17, 12, 35, 6, 22, 31, 5, 23, 28, 27, 20, 9, 33, 29, 1, 38, 25, 34, 7, 11, 40, 32, 13, 21, 19, 37, 16, 26, 39, 18, 30, 14]"
instances/MTSP/Crama/Tabela3/s4n006.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,185,"[25, 9, 19, 20, 15, 13, 33, 10, 11, 6, 40, 31, 36, 35, 18, 12, 37, 23, 4, 30, 26, 16, 8, 5, 32, 17, 21, 22, 38, 39, 14, 2, 7, 1, 3, 34, 24, 28, 29, 27]"
instances/MTSP/Crama/Tabela3/s4n007.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,183,"[6, 25, 18, 19, 8, 29, 39, 31, 27, 37, 17, 15, 40, 12, 30, 36, 16, 28, 21, 38, 7, 9, 23, 14, 26, 13, 10, 2, 4, 34, 11, 20, 1, 33, 32, 24, 3, 35, 5, 22]"
instances/MTSP/Crama/Tabela3/s4n008.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,182,"[4, 26, 23, 35, 1, 12, 29, 39, 21, 16, 37, 32, 34, 19, 38, 28, 7, 8, 22, 20, 40, 3, 6, 14, 2, 11, 31, 33, 24, 5, 15, 13, 17, 9, 25, 36, 10, 27, 30, 18]"
instances/MTSP/Crama/Tabela3/s4n009.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,165,"[3, 24, 27, 38, 19, 39, 13, 11, 4, 10, 18, 29, 12, 40, 35, 7, 34, 20, 14, 23, 8, 1, 30, 28, 2, 26, 32, 22, 16, 37, 25, 36, 31, 17, 15, 5, 6, 33, 9, 21]"
instances/MTSP/Crama/Tabela3/s4n010.txt,40,60,25,org.minizinc.mip.cplex,300000,satisfied,153,"[35, 4, 11, 13, 39, 5, 12, 3, 28, 26, 36, 40, 6, 8, 2, 16, 24, 30, 14, 19, 21, 1, 18, 7, 31, 15, 17, 9, 10, 32, 27, 33, 23, 25, 34, 20, 29, 22, 38, 37]"
instances/MTSP/Crama/Tabela4/s4n001.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,135,"[11, 21, 30, 8, 4, 27, 33, 39, 20, 3, 2, 15, 26, 19, 24, 17, 13, 7, 37, 14, 38, 22, 23, 5, 40, 31, 18, 10, 16, 32, 9, 6, 1, 29, 36, 34, 12, 25, 28, 35]"
instances/MTSP/Crama/Tabela4/s4n002.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,131,"[28, 37, 39, 38, 11, 10, 3, 13, 9, 12, 21, 24, 25, 29, 40, 19, 16, 17, 7, 18, 8, 5, 34, 22, 14, 20, 1, 35, 27, 23, 31, 33, 4, 30, 2, 15, 26, 6, 36, 32]"
instances/MTSP/Crama/Tabela4/s4n003.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,133,"[22, 33, 11, 14, 27, 39, 7, 3, 17, 26, 4, 15, 6, 19, 28, 38, 18, 12, 1, 35, 37, 40, 29, 31, 13, 25, 5, 21, 16, 8, 20, 10, 36, 30, 9, 2, 23, 34, 24, 32]"
instances/MTSP/Crama/Tabela4/s4n004.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,122,"[19, 11, 33, 27, 5, 3, 24, 39, 31, 12, 7, 29, 34, 20, 40, 16, 36, 28, 17, 38, 23, 13, 1, 14, 26, 35, 9, 10, 37, 18, 2, 25, 32, 4, 22, 15, 30, 8, 6, 21]"
instances/MTSP/Crama/Tabela4/s4n005.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,140,"[6, 5, 10, 4, 17, 3, 34, 15, 40, 12, 26, 1, 27, 36, 31, 39, 13, 22, 28, 9, 37, 18, 32, 11, 21, 38, 20, 24, 16, 7, 30, 33, 25, 23, 19, 29, 8, 14, 2, 35]"
instances/MTSP/Crama/Tabela4/s4n006.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,133,"[11, 38, 13, 25, 31, 30, 39, 33, 2, 20, 40, 14, 36, 7, 26, 37, 12, 8, 16, 6, 32, 5, 3, 4, 21, 17, 19, 9, 1, 10, 34, 18, 27, 22, 28, 15, 35, 29, 23, 24]"
instances/MTSP/Crama/Tabela4/s4n007.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,135,"[25, 6, 27, 19, 8, 39, 29, 13, 31, 17, 37, 34, 2, 36, 16, 22, 12, 32, 3, 7, 38, 9, 14, 23, 21, 10, 26, 18, 1, 20, 4, 30, 40, 33, 11, 15, 24, 5, 28, 35]"
instances/MTSP/Crama/Tabela4/s4n008.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,142,"[1, 38, 14, 11, 4, 24, 12, 21, 29, 39, 15, 3, 37, 34, 7, 16, 25, 26, 13, 22, 23, 20, 6, 2, 8, 31, 19, 35, 9, 17, 27, 33, 32, 18, 30, 10, 40, 5, 36, 28]"
instances/MTSP/Crama/Tabela4/s4n009.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,126,"[22, 12, 35, 7, 36, 39, 11, 30, 4, 19, 26, 2, 29, 3, 9, 16, 18, 10, 24, 40, 17, 25, 33, 21, 27, 1, 31, 5, 32, 6, 20, 13, 8, 38, 14, 28, 34, 37, 15, 23]"
instances/MTSP/Crama/Tabela4/s4n010.txt,40,60,30,org.minizinc.mip.cplex,300000,satisfied,132,"[8, 11, 4, 27, 7, 13, 3, 39, 19, 2, 29, 20, 36, 26, 28, 16, 21, 40, 6, 35, 30, 38, 14, 17, 18, 9, 1, 37, 32, 10, 25, 33, 31, 12, 23, 24, 5, 15, 34, 22]"
